county_fips,year,bea_total_income,population
47093,2022,31402606000,494574
47095,2020,184522000,6988
47095,2021,216784000,6597
47095,2022,197836000,6507
47097,2020,914754000,25120
47097,2021,1029820000,24922
47097,2022,984416000,24793
47099,2020,1687748000,44182
47099,2021,1872005000,44729
47099,2022,1915457000,45415
47101,2020,495535000,12602
47101,2021,535504000,12854
47101,2022,539867000,12957
47103,2020,1554854000,35335
47103,2021,1726071000,35451
47103,2022,1755522000,36004
47105,2020,3152285000,55127
47105,2021,3622387000,56672
47105,2022,3903252000,58181
47107,2020,2165371000,53344
47107,2021,2338399000,53907
47107,2022,2375773000,54719
47109,2020,926489000,25858
47109,2021,1000227000,25854
47109,2022,996782000,25988
47111,2020,893884000,25263
47111,2021,1005493000,25682
47111,2022,1045367000,26229
47113,2020,4622085000,98833
47113,2021,5113000000,98585
47113,2022,5189167000,99245
47115,2020,1243358000,28865
47115,2021,1369017000,28927
47115,2022,1385250000,29094
47117,2020,1484389000,34466
47117,2021,1658297000,35032
47117,2022,1730105000,35878
47119,2020,4853243000,101824
47119,2021,5432152000,105003
47119,2022,5727723000,108159
47121,2020,477531000,12807
47121,2021,516982000,13029
47121,2022,528871000,13272
47123,2020,1781489000,46395
47123,2021,1961677000,46668
47123,2022,1976467000,47740
47125,2020,10140569000,221265
47125,2021,11210468000,227841
47125,2022,11510381000,235201
47127,2020,293919000,6471
47127,2021,316128000,6652
47127,2022,327866000,6742
47129,2020,720250000,21038
47129,2021,784916000,21101
47129,2022,785174000,21224
47131,2020,1352049000,30767
47131,2021,1491583000,30498
47131,2022,1488947000,30394
47133,2020,854903000,22592
47133,2021,922646000,22856
47133,2022,908886000,23044
47135,2020,295031000,8379
47135,2021,315721000,8473
47135,2022,308427000,8685
47137,2020,213213000,5002
47137,2021,212903000,5082
47137,2022,213819000,5107
47139,2020,644796000,17568
47139,2021,710081000,17784
47139,2022,728284000,17863
47141,2020,3542779000,80052
47141,2021,3891836000,81255
47141,2022,3977411000,82382
47143,2020,1305766000,32934
47143,2021,1441715000,33205
47143,2022,1463969000,33730
47145,2020,2486994000,53510
47145,2021,2691667000,54056
47145,2022,2764686000,55082
47147,2020,3463320000,72945
47147,2021,3811835000,74088
47147,2022,3949220000,75470
47149,2020,15778356000,343266
47149,2021,17516521000,351202
47149,2022,18633772000,360619
47151,2020,749186000,21878
47151,2021,823184000,21895
47151,2022,825470000,22035
47153,2020,660359000,15850
47153,2021,746939000,16445
47153,2022,778840000,16909
47155,2020,4435098000,98562
47155,2021,5094854000,99435
47155,2022,5192446000,98789
47157,2020,49569047000,929388
47157,2021,54333362000,923352
47157,2022,53823833000,916371
47159,2020,872559000,19970
47159,2021,953447000,20181
47159,2022,984465000,20489
47161,2020,625121000,13711
47161,2021,675615000,13830
47161,2022,682743000,14035
47163,2020,7381516000,158237
47163,2021,8010302000,159167
47163,2022,8216357000,160820
47165,2020,10848564000,197396
47165,2021,11997028000,200582
47165,2022,12709595000,203858
47167,2020,2746351000,61041
47167,2021,3033008000,61049
47167,2022,3012883000,61656
47169,2020,394593000,11638
47169,2021,434284000,11619
47169,2022,453896000,12111
47171,2020,704277000,17883
47171,2021,752792000,17667
47171,2022,749822000,17674
47173,2020,728130000,19841
47173,2021,817731000,19996
47173,2022,835701000,20452
47175,2020,210226000,6174
47175,2021,228844000,6277
47175,2022,231227000,6429
47177,2020,1595254000,41054
47177,2021,1744941000,41529
47177,2022,1756973000,42026
47179,2020,6385173000,133213
47179,2021,7005840000,133525
47179,2022,7270430000,136172
47181,2020,535126000,16222
47181,2021,582790000,16336
47181,2022,595866000,16308
47183,2020,1325494000,32899
47183,2021,1490247000,32870
47183,2022,1512228000,33063
47185,2020,1031391000,27443
47185,2021,1145783000,27557
47185,2022,1164177000,28064
47187,2020,24731101000,249538
47187,2021,28460482000,256209
47187,2022,31281241000,260815
47189,2020,8185821000,148645
47189,2021,9479521000,152010
47189,2022,10327893000,158555
48001,2020,2268057000,57926
48001,2021,2514011000,58233
48001,2022,2547260000,58064
48003,2020,907707000,18617
48003,2021,951535000,18411
48003,2022,995967000,18334
48005,2020,3709022000,86376
48005,2021,4072361000,86654
48005,2022,4118195000,87101
48007,2020,1364453000,23932
48007,2021,1526510000,24519
48007,2022,1598202000,24944
48009,2020,497072000,8554
48009,2021,524887000,8684
48009,2022,548620000,8835
48011,2020,114431000,1849
48011,2021,110152000,1838
48011,2022,108328000,1850
48013,2020,2073505000,49134
48013,2021,2311133000,49886
48013,2022,2329549000,50864
48015,2020,1698176000,30131
48015,2021,1848768000,30421
48015,2022,1916518000,31097
48017,2020,348969000,6868
48017,2021,354860000,6803
48017,2022,356032000,6779
48019,2020,1158494000,20992
48019,2021,1261527000,21551
48019,2022,1310810000,22115
48021,2020,3880549000,98046
48021,2021,4462678000,102166
48021,2022,4736728000,106188
48023,2020,192738000,3461
48023,2021,199336000,3456
48023,2022,211385000,3466
48025,2020,1016103000,31049
48025,2021,1073126000,30828
48025,2022,1054879000,30394
48027,2020,17334197000,372229
48027,2021,19087905000,380241
48027,2022,19192659000,388386
48029,2020,96677356000,2015369
48029,2021,105893306000,2030895
48029,2022,108297179000,2059530
48031,2020,749069000,11450
48031,2021,874331000,11890
48031,2022,925961000,12418
48033,2020,44614000,641
48033,2021,60458000,621
48033,2022,67818000,585
48035,2020,867487000,18245
48035,2021,961358000,18495
48035,2022,980882000,18697
48037,2020,4226602000,92924
48037,2021,4577890000,92291
48037,2022,4609963000,92035
48039,2020,19835688000,373481
48039,2021,21428774000,378858
48039,2022,22376306000,388181
48041,2020,10248454000,234486
48041,2021,11096912000,237583
48041,2022,11514089000,242014
48043,2020,484892000,9553
48043,2021,542543000,9459
48043,2022,543443000,9343
48045,2020,64724000,1419
48045,2021,87353000,1400
48045,2022,78409000,1431
48047,2020,282804000,7057
48047,2021,298624000,6994
48047,2022,295073000,6906
48049,2020,1642784000,38048
48049,2021,1774001000,38142
48049,2022,1797114000,38373
48051,2020,919401000,17680
48051,2021,998320000,18110
48051,2022,1040759000,18657
48053,2020,2819374000,49473
48053,2021,3247642000,51080
48053,2022,3389584000,52502
48055,2020,1725029000,45949
48055,2021,1885718000,46904
48055,2022,1932708000,47848
48057,2020,1199497000,20063
48057,2021,1267843000,19798
48057,2022,1310970000,19706
48059,2020,671611000,13744
48059,2021,702393000,14078
48059,2022,722045000,14210
48061,2020,14204344000,421445
48061,2021,16079007000,423124
48061,2022,15870893000,425208
48063,2020,558124000,12427
48063,2021,610531000,12594
48063,2022,638277000,12716
48065,2020,274840000,5791
48065,2021,324606000,5708
48065,2022,276341000,5784
48067,2020,1240246000,28436
48067,2021,1327781000,28557
48067,2022,1349132000,28539
48069,2020,579267000,7336
48069,2021,622026000,7362
48069,2022,631840000,7298
48071,2020,2705938000,47025
48071,2021,2939915000,48721
48071,2022,3164169000,51288
48073,2020,2047474000,50488
48073,2021,2223510000,51163
48073,2022,2241230000,51645
48075,2020,237754000,6662
48075,2021,268666000,6781
48075,2022,300257000,6809
48077,2020,500696000,10250
48077,2021,542189000,10315
48077,2022,548592000,10486
48079,2020,108661000,2557
48079,2021,141273000,2491
48079,2022,101158000,2526
48081,2020,163945000,3295
48081,2021,167825000,3313
48081,2022,170521000,3333
48083,2020,394196000,7686
48083,2021,439345000,7736
48083,2022,449457000,7850
48085,2020,77559730000,1075654
48085,2021,87585892000,1114450
48085,2022,95700547000,1158696
48087,2020,125320000,2638
48087,2021,141377000,2603
48087,2022,119385000,2568
48089,2020,1143949000,20558
48089,2021,1271587000,20592
48089,2022,1278312000,20754
48091,2020,10819663000,163640
48091,2021,12625949000,174891
48091,2022,13861893000,184642
48093,2020,654023000,13628
48093,2021,692464000,13804
48093,2022,736406000,13878
48095,2020,117122000,3303
48095,2021,127734000,3336
48095,2022,124406000,3340
48097,2020,2262367000,41744
48097,2021,2500159000,42408
48097,2022,2629184000,43050
48099,2020,2915567000,83146
48099,2021,3175421000,84406
48099,2022,3104900000,85057
48101,2020,81805000,1364
48101,2021,92896000,1357
48101,2022,114178000,1307
48103,2020,221401000,4673
48103,2021,231685000,4639
48103,2022,241974000,4546
48105,2020,184292000,3094
48105,2021,181990000,3015
48105,2022,182773000,2943
48107,2020,229393000,5093
48107,2021,269595000,5085
48107,2022,224325000,4998
48109,2020,143272000,2185
48109,2021,152739000,2182
48109,2022,176830000,2155
48111,2020,503567000,7126
48111,2021,504865000,7188
48111,2022,506640000,7241
48113,2020,172373083000,2609966
48113,2021,188060854000,2587954
48113,2022,196583986000,2600840
48115,2020,547786000,12473
48115,2021,582691000,12412
48115,2022,587774000,12130
48117,2020,1059806000,18526
48117,2021,1138758000,18345
48117,2022,1211547000,18377
48119,2020,228647000,5222
48119,2021,250920000,5337
48119,2022,251016000,5406
48121,2020,59049136000,914324
48121,2021,67212262000,943857
48121,2022,72721863000,977281
48123,2020,1156824000,19835
48123,2021,1343642000,19949
48123,2022,1406174000,19772
48125,2020,80941000,1758
48125,2021,84785000,1734
48125,2022,82676000,1726
48127,2020,432321000,8577
48127,2021,446929000,8479
48127,2022,451702000,8387
48129,2020,153291000,3279
48129,2021,159784000,3364
48129,2022,156447000,3339
48131,2020,441974000,9807
48131,2021,478253000,10003
48131,2022,466212000,9888
48133,2020,961333000,17775
48133,2021,957011000,17834
48133,2022,1003151000,17944
48135,2020,7961725000,165485
48135,2021,8472763000,160764
48135,2022,8919825000,160869
48137,2020,102646000,1424
48137,2021,100997000,1431
48137,2022,94107000,1422
48139,2020,9687518000,194295
48139,2021,10979312000,203107
48139,2022,11771560000,212182
48141,2020,34822699000,866547
48141,2021,38298213000,868086
48141,2022,38397840000,868763
48143,2020,1953228000,42716
48143,2021,2095463000,43389
48143,2022,2219635000,43895
48145,2020,675033000,16954
48145,2021,734682000,17099
48145,2022,719440000,17049
48147,2020,1551579000,35798
48147,2021,1722808000,36716
48147,2022,1749661000,37125
48149,2020,1521589000,24471
48149,2021,1706731000,24669
48149,2022,1749853000,24913
48151,2020,181390000,3676
48151,2021,210032000,3678
48151,2022,195255000,3622
48153,2020,235762000,5368
48153,2021,281799000,5299
48153,2022,235705000,5235
48155,2020,60529000,1085
48155,2021,64899000,1052
48155,2022,73039000,1057
48157,2020,52772051000,829036
48157,2021,58003716000,860124
48157,2022,62587149000,889146
48159,2020,493552000,10371
48159,2021,538224000,10472
48159,2022,611522000,10618
48161,2020,795307000,19445
48161,2021,886314000,19784
48161,2022,897739000,19950
48163,2020,650758000,18409
48163,2021,681344000,17548
48163,2022,667254000,17815
48165,2020,1008908000,21699
48165,2021,1057260000,21881
48165,2022,1040847000,22181
48167,2020,19758585000,351559
48167,2021,21201592000,355309
48167,2022,21872079000,357117
48169,2020,183090000,5817
48169,2021,204010000,6269
48169,2022,205540000,6262
48171,2020,2082828000,26742
48171,2021,2233163000,27282
48171,2022,2322504000,27477
48173,2020,122897000,1117
48173,2021,142773000,1142
48173,2022,143049000,1164
48175,2020,370648000,7021
48175,2021,401488000,7146
48175,2022,408632000,7131
48177,2020,1000605000,19679
48177,2021,1137636000,19655
48177,2022,1323321000,19832
48179,2020,971337000,21198
48179,2021,978432000,21085
48179,2022,979844000,21015
48181,2020,6650503000,136100
48181,2021,7378993000,139561
48181,2022,7642205000,143131
48183,2020,6301758000,124241
48183,2021,6771244000,124052
48183,2022,7019956000,125443
48185,2020,1181229000,29430
48185,2021,1296232000,30106
48185,2022,1298190000,30754
48187,2020,8598588000,173686
48187,2021,9493095000,177254
48187,2022,9830228000,182760
48189,2020,1277252000,32465
48189,2021,1369361000,32234
48189,2022,1327987000,31827
48191,2020,108596000,2797
48191,2021,141257000,2845
48191,2022,110078000,2810
48193,2020,532721000,8247
48193,2021,514247000,8238
48193,2022,531983000,8298
48195,2020,368129000,5260
48195,2021,400011000,5138
48195,2022,402812000,5151
48197,2020,180336000,3559
48197,2021,189478000,3544
48197,2022,199491000,3516
48199,2020,2895116000,56344
48199,2021,3045702000,57044
48199,2022,3158513000,57811
48201,2020,279805427000,4734505
48201,2021,313193267000,4735287
48201,2022,330617356000,4780913
48203,2020,3069913000,68798
48203,2021,3316895000,69454
48203,2022,3391410000,69955
48205,2020,437112000,5349
48205,2021,446236000,5389
48205,2022,464168000,5208
48207,2020,262085000,5432
48207,2021,287169000,5392
48207,2022,273120000,5403
48209,2020,12725048000,243967
48209,2021,14715164000,256065
48209,2022,16179523000,269225
48211,2020,237375000,3363
48211,2021,232800000,3315
48211,2022,238198000,3217
48213,2020,3734643000,82394
48213,2021,4064074000,83590
48213,2022,4155970000,84511
48215,2020,27327410000,872806
48215,2021,30481804000,880633
48215,2022,29782422000,888367
48217,2020,1642427000,35962
48217,2021,1807430000,36430
48217,2022,1861175000,37329
48219,2020,1007451000,21503
48219,2021,1062965000,21256
48219,2022,1019256000,21161
48221,2020,3660550000,62054
48221,2021,3988550000,64263
48221,2022,4224076000,66373
48223,2020,1691307000,36824
48223,2021,1878805000,37237
48223,2022,2021384000,37804
48225,2020,1001259000,22055
48225,2021,1089373000,21958
48225,2022,1104598000,21950
48227,2020,1685597000,34812
48227,2021,1827087000,34336
48227,2022,1903514000,33672
48229,2020,116830000,3203
48229,2021,122964000,3289
48229,2022,121209000,3432
48231,2020,4429667000,100257
48231,2021,4926615000,103458
48231,2022,5190862000,108282
48233,2020,942692000,20568
48233,2021,980449000,20411
48233,2022,961287000,20215
48235,2020,107232000,1511
48235,2021,115909000,1531
48235,2022,122912000,1530
48237,2020,361556000,8486
48237,2021,402264000,8718
48237,2022,412564000,8922
48239,2020,722006000,14992
48239,2021,778782000,15097
48239,2022,736428000,15142
48241,2020,1545465000,32921
48241,2021,1644030000,32570
48241,2022,1667932000,32484
48243,2020,105943000,1986
48243,2021,114386000,1959
48243,2022,113212000,1903
48245,2020,11583447000,256118
48245,2021,12116809000,253531
48245,2022,12072705000,250830
48247,2020,183468000,4846
48247,2021,199236000,4797
48247,2022,193190000,4763
48249,2020,1732619000,38877
48249,2021,1872447000,38923
48249,2022,1867264000,38826
48251,2020,8712507000,180945
48251,2021,9717907000,187442
48251,2022,10330042000,195506
48253,2020,701602000,19678
48253,2021,779310000,19809
48253,2022,796278000,19935
48255,2020,926059000,14763
48255,2021,1143387000,14714
48255,2022,1204368000,14836
48257,2020,6940499000,147126
48257,2021,8041515000,158216
48257,2022,9076697000,172366
48259,2020,4551672000,44547
48259,2021,4781408000,46851
48259,2022,5216003000,48973
48261,2020,17362000,351
48261,2021,14167000,342
48261,2022,13687000,358
48263,2020,37685000,761
48263,2021,41116000,746
48263,2022,47152000,740
48265,2020,3072304000,52691
48265,2021,3338461000,53136
48265,2022,3450044000,53741
48267,2020,215479000,4291
48267,2021,239921000,4350
48267,2022,240524000,4422
48269,2020,22053000,266
48269,2021,22309000,256
48269,2022,26444000,233
48271,2020,124449000,3124
48271,2021,129449000,3117
48271,2022,127638000,3128
48273,2020,1270626000,30977
48273,2021,1391421000,30642
48273,2022,1376678000,30362
48275,2020,161046000,3346
48275,2021,169617000,3307
48275,2022,169916000,3273
48277,2020,2347071000,50126
48277,2021,2579011000,50305
48277,2022,2611271000,50484
48279,2020,655952000,13005
48279,2021,699005000,12886
48279,2022,705006000,12724
48281,2020,1206921000,21707
48281,2021,1335228000,22213
48281,2022,1362509000,22785
48283,2020,293273000,6664
48283,2021,329909000,6716
48283,2022,337959000,6604
48285,2020,1220840000,20348
48285,2021,1304326000,20490
48285,2022,1350081000,20589
48287,2020,964662000,17502
48287,2021,1025683000,17671
48287,2022,1029774000,17954
48289,2020,774050000,15731
48289,2021,869946000,15985
48289,2022,920780000,16209
48291,2020,3730945000,92465
48291,2021,4081992000,97382
48291,2022,4326732000,101992
48293,2020,953747000,22139
48293,2021,1054014000,22125
48293,2022,1045855000,22253
48295,2020,292747000,3036
48295,2021,315853000,2907
48295,2022,332890000,2854
48297,2020,488659000,11349
48297,2021,527511000,11383
48297,2022,528501000,11428
48299,2020,1196106000,21285
48299,2021,1378203000,22013
48299,2022,1443562000,22540
48301,2020,7026000,65
48301,2021,7037000,57
48301,2022,7210000,51
48303,2020,14998699000,311564
48303,2021,16319999000,314597
48303,2022,16652095000,317561
48305,2020,243959000,5610
48305,2021,338658000,5652
48305,2022,291257000,5724
48307,2020,330165000,7591
48307,2021,360564000,7532
48307,2022,359218000,7497
48309,2020,11950503000,261177
48309,2021,13167732000,263714
48309,2022,13417604000,266836
48311,2020,48314000,598
48311,2021,63983000,597
48311,2022,68310000,576
48313,2020,504381000,13464
48313,2021,557038000,13498
48313,2022,561280000,13661
48315,2020,433090000,9751
48315,2021,466692000,9618
48315,2022,474540000,9560
48317,2020,431527000,5252
48317,2021,477726000,5208
48317,2022,515744000,5217
48319,2020,216823000,3968
48319,2021,220989000,3929
48319,2022,218789000,3982
48321,2020,1728072000,36280
48321,2021,1855549000,36366
48321,2022,1819272000,36125
48323,2020,2060991000,57873
48323,2021,2235367000,57841
48323,2022,2228369000,57843
48325,2020,2367545000,50939
48325,2021,2617207000,52322
48325,2022,2687893000,53723
48327,2020,92935000,1961
48327,2021,93491000,1964
48327,2022,90563000,1968
48329,2020,18220253000,170348
48329,2021,20970515000,168206
48329,2022,24955132000,171999
48331,2020,1022436000,24775
48331,2021,1162707000,25189
48331,2022,1193275000,25628
48333,2020,223847000,4447
48333,2021,235602000,4497
48333,2022,232569000,4500
48335,2020,305213000,9014
48335,2021,333336000,9050
48335,2022,331463000,8943
48337,2020,873660000,19994
48337,2021,961215000,20430
48337,2022,973776000,21063
48339,2020,43084847000,625243
48339,2021,46775202000,650261
48339,2022,51594318000,678490
48341,2020,1074221000,21264
48341,2021,1176879000,21122
48341,2022,1221471000,20996
48343,2020,529697000,11972
48343,2021,568116000,12009
48343,2022,595270000,12083
48345,2020,43017000,1063
48345,2021,41342000,1065
48345,2022,42021000,1032
48347,2020,2721156000,64619
48347,2021,2988767000,64699
48347,2022,3166210000,64862
48349,2020,2207886000,52828
48349,2021,2431629000,53616
48349,2022,2465719000,54636
48351,2020,498232000,12157
48351,2021,527350000,12202
48351,2022,525816000,12052
48353,2020,686251000,14723
48353,2021,766178000,14600
48353,2022,750966000,14473
48355,2020,17236592000,353376
48355,2021,19130597000,353230
48355,2022,19595351000,351674
48357,2020,539686000,9954
48357,2021,613374000,9763
48357,2022,578937000,9606
48359,2020,125121000,1764
48359,2021,128797000,1730
48359,2022,134321000,1752
48361,2020,3997941000,84747
48361,2021,4187371000,84641
48361,2022,4261107000,84934
48363,2020,1349519000,28445
48363,2021,1483491000,28676
48363,2022,1512897000,29239
48365,2020,1093522000,22492
48365,2021,1203146000,22538
48365,2022,1292263000,22677
48367,2020,9200580000,149547
48367,2021,10543237000,156966
48367,2022,11596160000,165834
48369,2020,572333000,9854
48369,2021,628187000,9779
48369,2022,654053000,9620
48371,2020,608708000,15185
48371,2021,651809000,15126
48371,2022,659332000,14735
48373,2020,2286475000,50494
48373,2021,2495727000,51816
48373,2022,2510949000,53255
48375,2020,5993110000,118272
48375,2021,6477888000,116538
48375,2022,6510561000,115645
48377,2020,331835000,6109
48377,2021,355861000,6115
48377,2022,341120000,5939
48379,2020,482211000,12178
48379,2021,521534000,12449
48379,2022,527075000,12823
48381,2020,7514331000,141342
48381,2021,8176593000,144039
48381,2022,8460916000,146140
48383,2020,188329000,3378
48383,2021,197603000,3228
48383,2022,204550000,3135
48385,2020,148536000,2743
48385,2021,160795000,2806
48385,2022,164360000,2840
48387,2020,559874000,11560
48387,2021,602851000,11547
48387,2022,616943000,11542
48389,2020,706167000,14763
48389,2021,748417000,13002
48389,2022,794089000,12905
48391,2020,329471000,6742
48391,2021,364316000,6700
48391,2022,360645000,6632
48393,2020,43466000,822
48393,2021,43797000,798
48393,2022,43370000,803
48395,2020,806378000,16771
48395,2021,884328000,16948
48395,2022,923550000,17153
48397,2020,7428531000,109136
48397,2021,8365201000,116549
48397,2022,9346568000,123208
48399,2020,466541000,9919
48399,2021,503365000,9886
48399,2022,511705000,9859
48401,2020,2219875000,52257
48401,2021,2352403000,53071
48401,2022,2437347000,53333
48403,2020,412957000,9888
48403,2021,461162000,9989
48403,2022,464686000,10048
48405,2020,364308000,7923
48405,2021,408854000,7900
48405,2022,449005000,7857
48407,2020,1159022000,27531
48407,2021,1251118000,27829
48407,2022,1265833000,28348
48409,2020,3310273000,68838
48409,2021,3561414000,69701
48409,2022,3558673000,69954
48411,2020,246894000,5722
48411,2021,252201000,5824
48411,2022,246565000,5824
48413,2020,125896000,2445
48413,2021,127526000,2443
48413,2022,131271000,2357
48415,2020,762208000,16937
48415,2021,789881000,16830
48415,2022,809405000,16686
48417,2020,261738000,3105
48417,2021,316987000,3177
48417,2022,336237000,3186
48419,2020,1160662000,23927
48419,2021,1340714000,23962
48419,2022,1571668000,24008
48421,2020,283414000,2787
48421,2021,357015000,2791
48421,2022,289743000,2799
48423,2020,12986025000,234195
48423,2021,14955757000,237114
48423,2022,16156522000,241922
48425,2020,478785000,9204
48425,2021,538203000,9472
48425,2022,569424000,9757
48427,2020,2001715000,65861
48427,2021,2199270000,65972
48427,2022,2079818000,65728
48429,2020,401189000,9098
48429,2021,434216000,9434
48429,2022,440014000,9390
48431,2020,83268000,1381
48431,2021,89021000,1382
48431,2022,94626000,1417
48433,2020,92577000,1245
48433,2021,104128000,1208
48433,2022,104957000,1182
48435,2020,226523000,3355
48435,2021,225988000,3284
48435,2022,222032000,3217
48437,2020,418324000,6946
48437,2021,505069000,6996
48437,2022,491170000,6881
48439,2020,113957625000,2115682
48439,2021,128806067000,2129402
48439,2022,133502348000,2154595
48441,2020,7150789000,143444
48441,2021,7860864000,143942
48441,2022,8067010000,145163
48443,2020,41274000,750
48443,2021,42139000,720
48443,2022,41677000,693
48445,2020,498071000,11794
48445,2021,529200000,11721
48445,2022,499034000,11567
48447,2020,65564000,1453
48447,2021,100031000,1508
48447,2022,72359000,1550
48449,2020,1326879000,31292
48449,2021,1508659000,31266
48449,2022,1619712000,31208
48451,2020,6726748000,120194
48451,2021,7253462000,119250
48451,2022,7492866000,118892
48453,2020,94348886000,1296515
48453,2021,107315870000,1308544
48453,2022,113981201000,1326436
48455,2020,598548000,13632
48455,2021,639763000,13809
48455,2022,649277000,13996
48457,2020,785453000,19811
48457,2021,860140000,19892
48457,2022,860205000,20030
48459,2020,1684880000,41038
48459,2021,1851610000,41811
48459,2022,1923809000,42488
48461,2020,183697000,3301
48461,2021,203164000,3241
48461,2022,226171000,3152
48463,2020,1186306000,24559
48463,2021,1320944000,24810
48463,2022,1316009000,24940
48465,2020,2038712000,47605
48465,2021,2255379000,47589
48465,2022,2280496000,47606
48467,2020,2524392000,59749
48467,2021,2778484000,61200
48467,2022,2874061000,62859
48469,2020,4884410000,91303
48469,2021,5225679000,90897
48469,2022,5375580000,91065
48471,2020,2393539000,76544
48471,2021,2634540000,78322
48471,2022,2652494000,78870
48473,2020,2723517000,57304
48473,2021,2999933000,59474
48473,2022,3198051000,61894
48475,2020,572462000,11680
48475,2021,611053000,11111
48475,2022,645552000,10964
48477,2020,2188224000,35805
48477,2021,2524335000,35898
48477,2022,2650496000,36159
48479,2020,9895846000,267345
48479,2021,10986536000,267633
48479,2022,10945018000,267780
48481,2020,2020917000,41564
48481,2021,2225819000,41697
48481,2022,2153148000,41824
48483,2020,232275000,4976
48483,2021,238598000,4905
48483,2022,226839000,4807
48485,2020,6102835000,129617
48485,2021,6544431000,130006
48485,2022,6626118000,129978
48487,2020,711228000,12844
48487,2021,705582000,12688
48487,2022,700208000,12491
48489,2020,664722000,20150
48489,2021,759325000,20290
48489,2022,703487000,20143
48491,2020,35560872000,615517
48491,2021,41037988000,644451
48491,2022,45040688000,671418
48493,2020,2595976000,50051
48493,2021,2878802000,51281
48493,2022,2987959000,52735
48495,2020,460757000,7750
48495,2021,458572000,7373
48495,2022,493069000,7306
48497,2020,3503338000,68943
48497,2021,3915029000,71888
48497,2022,4149943000,74895
48499,2020,2022019000,45041
48499,2021,2199548000,46031
48499,2022,2291270000,46857
48501,2020,367586000,7675
48501,2021,377476000,7559
48501,2022,368365000,7451
48503,2020,964267000,17847
48503,2021,1079598000,17911
48503,2022,1132161000,17962
48505,2020,414330000,13874
48505,2021,460296000,13893
48505,2022,458065000,13849
48507,2020,381361000,9662
48507,2021,407797000,9487
48507,2022,408359000,9377
49001,2020,283329000,7087
49001,2021,320192000,7203
49001,2022,349236000,7327
49003,2020,2423644000,57946
49003,2021,2676889000,59693
49003,2022,2855052000,61498
49005,2020,5748987000,133624
49005,2021,6654916000,137429
49005,2022,6794048000,140173
49007,2020,884946000,20488
49007,2021,927038000,20361
49007,2022,932033000,20571
49009,2020,47114000,952
49009,2021,48047000,977
49009,2022,47441000,1014
49011,2020,18314011000,363745
49011,2021,20515245000,367446
49011,2022,21511327000,369948
49013,2020,813879000,19617
49013,2021,880438000,19806
49013,2022,923783000,20161
49015,2020,378405000,9842
49015,2021,387993000,9963
49015,2022,399565000,10099
49017,2020,218301000,5107
49017,2021,261456000,5149
49017,2022,294549000,5281
49019,2020,599928000,9677
49019,2021,648867000,9665
49019,2022,683455000,9769
49021,2020,2105806000,57708
49021,2021,2369830000,60522
49021,2022,2473214000,62429
49023,2020,518367000,11818
49023,2021,582392000,12192
49023,2022,618257000,12567
49025,2020,356242000,7688
49025,2021,415855000,7999
49025,2022,420924000,8227
49027,2020,529530000,13049
49027,2021,583980000,13175
49027,2022,629480000,13330
49029,2020,744774000,12381
49029,2021,818467000,12667
49029,2022,875089000,12832
49031,2020,69203000,1433
49031,2021,71029000,1482
49031,2022,97148000,1487
49033,2020,106312000,2500
49033,2021,113799000,2581
49033,2022,118855000,2628
49035,2020,68000953000,1186921
49035,2021,75407450000,1186440
49035,2022,78680099000,1186257
49037,2020,471862000,14517
49037,2021,495766000,14476
49037,2022,511141000,14359
49039,2020,1050365000,28521
49039,2021,1161011000,29138
49039,2022,1249087000,29724
49041,2020,852771000,21561
49041,2021,930162000,21918
49041,2022,954962000,22069
49043,2020,6981873000,42482
49043,2021,8867142000,43168
49043,2022,9725951000,43036
49045,2020,3069421000,73338
49045,2021,3441596000,76734
49045,2022,3729452000,79934
49047,2020,1184857000,35671
49047,2021,1280743000,36232
49047,2022,1354273000,37141
49049,2020,31308760000,663559
49049,2021,35046435000,685806
49049,2022,37799679000,702434
49051,2020,2395993000,35063
49051,2021,2773468000,36260
49051,2022,3033500000,36619
49053,2020,8255866000,182009
49053,2021,9463674000,191476
49053,2022,10031391000,197680
49055,2020,122707000,2508
49055,2021,128692000,2567
49055,2022,133959000,2645
49057,2020,12101998000,262973
49057,2021,13195694000,266588
49057,2022,13784862000,269561
50001,2020,2082271000,37343
50001,2021,2240719000,37444
50001,2022,2332266000,37578
50003,2020,2076975000,37300
50003,2021,2186001000,37424
50003,2022,2248611000,37392
50005,2020,1442840000,30183
50005,2021,1528926000,30423
50005,2022,1544497000,30579
50007,2020,10738289000,168386
50007,2021,11505189000,169271
50007,2022,11947718000,169301
50009,2020,259165000,5918
50009,2021,272473000,5965
50009,2022,272110000,5994
50011,2020,2604109000,50040
50011,2021,2753051000,50433
50011,2022,2840381000,50731
50013,2020,472118000,7276
50013,2021,509471000,7418
50013,2022,533556000,7489
50015,2020,1496413000,25917
50015,2021,1607033000,26147
50015,2022,1670831000,26090
50017,2020,1550185000,29299
50017,2021,1638380000,29625
50017,2022,1672233000,29846
50019,2020,1367380000,27404
50019,2021,1441122000,27601
50019,2022,1472237000,27666
50021,2020,3315686000,60477
50021,2021,3427099000,60720
50021,2022,3537223000,60366
50023,2020,3840898000,59756
50023,2021,4022793000,60023
50023,2022,4157244000,60048
50025,2020,2434682000,45850
50025,2021,2564262000,46128
50025,2022,2609471000,45842
50027,2020,3592834000,57744
50027,2021,3907022000,58350
